s#	c#	grade
2204222854	Stat-29	75.5
2203312484	CE-20	88.3
2206113906	Ling-35	46.0
2206113797	Stat-48	79.7
2201212255	Chem-34	66.6
2201111583	IE-95	98.8
2203712742	CE-74	12.3
2205114725	BE-21	69.5
2201412053	EE-94	73.8
2206113625	Bio-60	99.5
2203312558	Chem-00	45.2
2206213275	Chem-45	26.2
2206113753	EE-09	86.6
2206223282	Phys-36	25.7
2206113943	Math-11	14.9
2205012201	Stat-47	74.6
2206113723	ME-73	71.6
2203211434	Phys-26	74.5
2206113657	BE-06	93.7
2203113227	ME-92	89.9
2206113888	Phys-09	97.4
2203712772	Math-90	70.6
2203614801	IE-57	93.3
2204112303	Econ-59	64.4
2204112377	Phys-36	98.6
2203712764	Econ-59	78.6
2201212249	Phys-62	94.3
2206322125	ME-19	78.9
2204421337	Chem-34	45.1
2206123961	Math-32	20.8
2204313367	Chem-16	65.2
2203312573	CE-20	19.9
2201323113	Stat-29	75.0
2206111758	ME-19	69.6
2206113965	AE-18	76.0
2203712769	IE-65	93.1
2201412051	ChE-29	73.6
2206113727	Stat-28	86.0
2203214797	Chem-83	89.7
2206113842	ME-64	73.8
2203311497	Math-27	35.2
2184114626	IE-95	5.4
2206113841	Stat-01	65.5
2204112330	Ling-35	96.5
2204112315	Phys-46	66.1
2204215035	Math-57	84.6
2203612996	Econ-67	31.9
2204511814	Phys-46	92.9
2195314621	Math-27	61.4
2205114695	Phys-41	62.7
2184114624	Chem-00	61.0
2206113960	ME-86	81.6
2203211401	Math-54	66.8
2202321925	Math-32	29.9
2205114721	Econ-59	34.5
2203712732	CS-01	77.9
2201313120	EE-94	57.8
2206412634	Econ-67	71.3
2204215007	CS-36	79.6
2206113803	CE-74	66.4
2203712766	Chem-42	64.7
2203412954	Chem-00	80.8
2203712697	Stat-48	37.1
2203712693	Phys-09	63.3
2203712787	ME-86	67.6
2186110003	AE-96	97.1
2204613215	Bio-25	87.8
2203722736	CE-32	42.2
2201313140	Ling-27	73.1
2204313351	Econ-51	71.0
2206515191	Stat-28	39.0
2202311923	Stat-33	65.4
2203312538	Ling-43	89.1
2203513464	Math-57	96.2
2206422632	IE-95	66.5
2204613217	Stat-28	92.9
2201412035	Econ-59	78.3
2203312512	Math-57	65.4
2203312560	EE-69	62.6
2203513481	Ling-27	71.7
2204112331	Chem-00	89.6
2204313352	EE-69	73.2
2206123971	Chem-42	75.3
2201111624	Bio-57	48.8
2204112377	Ling-36	74.9
2205124672	ChE-79	76.9
2203712761	AE-77	84.4
2201412022	Bio-24	42.7
2206113763	Bio-08	76.4
2206113969	BE-06	99.2
2203613044	Bio-44	65.7
2201412054	CS-36	68.4
2196214612	Stat-28	61.6
2203513488	AE-38	88.6
2201212238	Math-27	69.2
2203712703	ME-92	95.7
2203113231	Chem-77	76.3
2205012206	Bio-44	84.8
2206123951	Econ-76	34.2
2204112331	Econ-81	72.0
2203623015	ME-88	16.6
2203312538	EE-69	98.9
2206123578	ChE-62	88.4
2201212243	ME-73	25.3
2206123664	Ling-36	97.4
2203412952	Econ-59	63.2
2196514761	AE-98	40.7
2203312497	Econ-67	74.4
2206113821	Math-11	90.8
2203113234	CE-97	27.9
2204511804	ME-19	42.4
2204313333	ME-86	62.1
2201412082	Phys-41	73.5
2206113654	Chem-77	77.9
2203211409	AE-73	89.0
2205012216	IE-65	66.9
2194214378	AE-96	97.9
2206123664	AE-98	68.8
2201313134	Phys-26	76.4
2206113648	EE-69	65.3
2206113834	IE-95	99.5
2182314643	Chem-35	95.8
2206123947	Ling-35	98.8
2206515192	Bio-08	97.9
2202311939	IE-54	38.8
2201323125	Phys-26	64.9
2203613021	Econ-67	50.6
2203613009	Math-54	73.4
2203513491	AE-18	12.2
2205114645	ChE-62	98.9
2203712785	IE-95	75.4
2201422016	Chem-45	67.0
2203312572	Phys-09	96.5
2203712688	Math-27	46.3
2206213276	Ling-92	51.1
2206123980	CE-23	84.0
2205114689	Phys-09	80.1
2203412950	Math-32	74.6
2204313351	CS-36	71.2
2206213255	Bio-24	98.0
2203411285	Ling-03	91.0
2201222257	AE-91	85.8
2203712759	IE-54	82.2
2206113574	IE-93	27.4
2203513493	Ling-92	65.5
2205322837	AE-98	77.0
2203513464	AE-91	96.9
2206113806	ME-88	70.3
2204214951	Ling-27	68.3
2203211416	ChE-62	92.7
2205012176	Chem-83	32.1
2204112377	Chem-90	35.5
2204112341	Ling-89	96.4
2205124724	ME-86	50.3
2206123837	Bio-60	61.7
2206113686	Ling-27	96.7
2203322509	Bio-58	36.6
2203312547	BE-21	81.9
2203312559	ChE-79	98.4
2204313368	Bio-08	96.8
2204511817	Bio-99	87.1
2206113954	AE-73	98.9
2206115145	ChE-79	79.4
2204214951	Phys-09	74.6
2203211400	Chem-00	80.6
2202214754	Econ-31	77.6
2203312571	ChE-62	81.7
2204224980	Stat-48	78.0
2206113619	Bio-99	19.9
2204224988	Bio-44	96.9
2206113750	ME-86	64.9
2201313145	BE-34	80.0
2204511812	IE-95	92.6
2204313313	ChE-29	60.1
2202311923	ChE-46	81.0
2202113428	Stat-28	71.0
2206515199	Phys-36	99.0
2203613017	CE-74	44.1
2204421337	Ling-27	67.5
2195314621	Ling-36	95.0
2201313158	CE-97	95.1
2205114669	Bio-25	12.8
2203523475	Chem-00	89.4
2203412947	Chem-83	82.2
2203322874	Econ-66	17.3
2206123985	Phys-31	71.9
2205021366	Bio-58	33.0
2203613035	EE-94	68.9
L201300002	AE-18	72.5
2206123702	Econ-59	72.3
2204313369	CE-32	95.7
L201300002	Bio-60	61.1
2206113603	Phys-36	91.9
2203613009	Chem-45	95.5
2203312576	Bio-44	81.6
2201111582	IE-95	92.8
2203411285	Stat-01	49.4
2206123956	Bio-60	91.1
2204613215	ChE-62	50.9
2203312478	Stat-48	78.0
2204411655	Stat-28	77.7
2206412674	ME-64	2.8
2206123774	Chem-16	95.2
2206213254	AE-91	91.6
2206113626	Stat-47	80.3
2203712741	Chem-35	85.4
2204112311	Chem-83	66.2
2206113621	CS-05	72.9
2204214955	IE-93	94.3
2201212254	AE-73	63.8
2196514761	Econ-05	67.4
2203712764	AE-18	94.5
2204323322	ChE-29	66.9
2202224779	AE-77	75.8
2204323361	IE-57	66.6
2204112380	IE-65	70.9
2203412952	Math-11	85.5
2201313158	Math-90	68.0
2203312495	BE-06	73.6
2203113240	Econ-31	7.3
2206113990	Chem-42	62.5
2205114694	ME-64	98.3
2206114000	Bio-44	83.3
2202112671	Chem-45	66.4
2203412950	CS-36	98.9
2204112296	ME-92	93.6
2204214973	Econ-67	84.5
2206123946	CS-56	80.1
2206113855	BE-06	65.9
2203211437	CS-53	67.1
2204411661	Chem-00	97.7
2206412645	Math-11	1.0
2205011365	ME-19	34.8
2205114712	ChE-86	63.2
2203312541	Econ-05	79.1
2204313386	Chem-90	53.9
2206515201	Chem-16	84.4
2205012145	Chem-16	96.1
2203513506	Chem-45	93.2
2201212253	Chem-00	92.5
2206412653	CS-53	99.2
2206123839	Econ-67	69.5
2203211393	IE-57	62.2
2203312490	Chem-16	88.8
2205012187	Math-19	96.5
2206113752	Chem-35	79.6
2205012190	Ling-03	55.7
2203613016	IE-76	60.1
2201412049	ChE-62	98.4
2204112331	CS-56	63.8
2206113625	BE-70	66.7
2203712780	AE-91	73.4
2206213281	Ling-35	90.8
2206123882	Bio-24	75.0
2206113726	Bio-58	62.9
2203312590	ME-92	62.0
2205012216	Econ-05	84.5
2206113795	Math-57	66.8
2206113821	ChE-86	60.3
2206124253	EE-09	94.0
2205114669	Phys-62	73.4
2206312132	Bio-58	72.5
2201412019	Bio-35	57.2
2206113803	IE-54	90.3
2206113938	Bio-25	42.9
2206123604	CS-05	39.0
2205114709	IE-65	91.7
2201313129	CE-74	82.0
2203211444	ME-92	70.7
2205012204	Econ-66	87.4
2204112379	Chem-00	82.3
2206113766	IE-65	99.3
2203613044	Chem-16	99.4
2206113569	Math-57	63.1
2206113687	AE-77	74.8
2205114693	Bio-25	91.7
2203623022	Bio-60	72.1
2204112311	Phys-26	94.2
2206312123	Bio-58	74.3
2206111761	AE-91	79.0
2203513503	Bio-60	83.0
2203613013	Econ-61	87.4
2204215030	BE-70	66.9
2203712721	Chem-77	70.7
2204421639	ME-88	93.6
2205114656	Chem-16	93.9
2204215006	IE-76	75.0
2204112314	ME-91	93.1
2204214994	CE-32	62.5
2206113763	CS-05	64.3
2203312586	Ling-03	95.2
2206515189	CE-97	76.9
2206113896	CS-53	69.4
2206213286	Math-11	99.1
2205114693	AE-73	90.8
2206113937	ME-73	0.2
2201511780	ME-92	18.7
2206123882	IE-93	92.9
2203113231	AE-91	96.2
2204421644	BE-34	68.3
2203412952	Phys-46	75.4
2204411643	CE-20	76.4
2203712717	Phys-09	89.5
2203722753	AE-73	68.6
2203312585	EE-09	62.3
2204111715	Econ-35	85.6
2206113719	Phys-41	5.9
2201412077	Math-32	96.0
2206113587	Bio-08	98.1
2206113590	ChE-86	33.3
2202123452	CE-23	73.4
2206113870	AE-38	96.2
2206123852	Ling-35	62.9
2206123886	Math-54	38.1
2201323107	AE-38	91.1
2206113992	CE-23	86.1
2203712778	CE-97	5.7
2205012201	Ling-35	77.0
2206113873	Chem-16	12.6
2204214953	Bio-44	92.8
2204313329	Econ-05	56.4
2206515200	Math-19	76.3
2203312538	Math-27	85.1
2204215003	ME-91	57.9
2203312574	Ling-36	65.3
2205114658	CS-01	71.8
2202113445	CS-05	15.8
2203211440	ME-86	80.5
2204222863	AE-38	89.6
2201412053	Stat-01	100.0
2202113441	IE-93	98.9
2205012145	AE-77	63.1
2205114712	CE-23	61.7
2201412078	AE-98	63.2
2204613216	ChE-79	79.9
2204214978	Chem-34	83.9
2206123961	ChE-62	81.0
2206113821	IE-76	67.6
2201111588	Ling-03	95.6
2206213281	Econ-59	95.8
2206123664	ME-92	73.2
2206515202	Phys-62	85.5
2206113566	Chem-00	84.7
2203513479	IE-95	79.5
2202113445	Econ-81	6.1
2204411688	Stat-48	61.9
2203712697	Ling-92	90.2
2203211391	Chem-83	78.3
2206113646	AE-96	65.1
2202311010	EE-69	55.4
2203613017	IE-93	97.0
2205124652	AE-18	89.7
2203712767	Ling-36	63.2
2201412025	Econ-35	87.4
2206223282	CE-32	71.1
2206113730	IE-93	77.3
2204112341	AE-73	32.4
2206123758	Econ-59	90.6
2206113809	Chem-77	92.3
2204215006	Math-54	86.5
2208125394	Econ-66	86.0
2203712780	Chem-27	48.5
2204111716	Chem-42	79.4
2206213278	Phys-07	85.6
2206123732	Ling-92	71.6
2206123925	Phys-31	65.5
2206111757	AE-38	93.5
2203312575	Chem-00	39.7
2205124700	AE-18	22.4
2204214968	IE-57	90.0
2205124673	Econ-35	72.2
L203000002	CE-23	70.4
2206111763	Phys-07	78.5
2206113729	Stat-01	90.0
2203113235	IE-54	93.2
2206113636	IE-54	6.7
2206123991	Ling-03	78.1
2203113224	Math-54	82.3
2206123791	Phys-62	29.3
2204613220	Econ-05	96.5
2206113680	IE-65	68.3
2206525215	Bio-35	1.4
2206123650	Chem-42	63.0
2204215030	IE-65	47.9
2201412025	Chem-42	87.9
2202113448	Chem-45	35.1
2194324705	BE-70	71.2
2203513500	Bio-60	60.6
2204112296	CE-23	96.2
2204122321	Bio-44	91.8
2206515202	IE-54	60.2
2206123857	Stat-48	84.0
2195123228	Ling-35	72.8
2206113706	ME-91	85.2
2203712732	CE-32	61.7
2203322553	EE-94	32.3
2204313390	Ling-43	73.5
2206113984	EE-94	1.7
2203712781	Math-54	82.8
2201323113	Math-90	64.4
2201313098	Chem-77	75.0
2203613031	CS-56	69.3
2203211409	Chem-16	70.7
2203312576	Phys-62	73.4
2204112331	Chem-35	92.2
2202215131	BE-21	66.1
2206412637	Chem-00	76.0
2203613013	AE-91	90.3
2203712784	Ling-35	78.9
2202224793	Ling-43	67.9
2204214990	Bio-58	75.6
2203312591	AE-77	66.7
2206213255	IE-95	7.8
2202311923	Chem-27	60.4
2206123715	Ling-35	60.0
2207115386	Bio-60	61.7
2203211414	Chem-27	69.2
2204313313	Econ-61	64.6
2201313147	Bio-24	75.7
2203513503	IE-95	65.5
2204225012	Chem-90	74.0
L203000005	AE-98	76.0
2203712725	CS-01	91.1
2204411645	AE-38	88.9
2203712718	CE-20	38.9
2204214951	Econ-05	37.6
2206123994	EE-94	80.9
2204313356	Stat-29	32.3
2206113809	BE-70	73.9
2206123956	CE-74	86.8
2206113823	CE-74	60.2
2203712757	Chem-77	78.7
2204112377	Chem-00	44.1
2204313356	Math-57	70.6
2203612992	ME-86	73.7
2203312477	Chem-27	65.3
2204222863	IE-67	66.2
2206515217	Ling-89	46.2
2206113719	Bio-35	39.7
2204215006	Econ-76	72.8
2204225004	Stat-01	61.9
2205012177	Ling-35	78.9
2206113587	Econ-67	86.9
2203412953	CS-01	18.6
2204224991	Econ-81	84.1
2204511812	BE-21	26.8
2204112334	Ling-27	67.3
2204215021	CS-53	90.1
2202113429	Math-54	64.1
2206113639	Stat-29	66.4
2206123832	IE-93	8.7
2203312552	Econ-59	99.9
2201313103	AE-98	6.6
2203613033	CS-56	66.5
2206113848	CS-05	97.7
2203312585	Econ-67	88.1
2206123611	Bio-57	85.7
2201323125	IE-76	78.1
2206113996	AE-96	83.6
2202214781	CE-32	77.3
2205114684	Phys-36	85.6
2204224971	Econ-35	93.0
2203224798	Math-90	21.6
2206213263	Math-57	96.2
2203722752	Bio-58	90.2
2206123832	Econ-76	66.0
2203612993	Stat-28	64.2
2206113657	EE-09	92.4
2203712761	IE-76	66.1
2201511776	Math-57	92.6
2203513464	EE-09	71.0
2202224759	Econ-35	77.4
2206113793	Ling-89	87.8
2203612987	Stat-48	69.7
2204112315	Econ-81	48.6
2206113657	CE-23	63.1
2204122321	Phys-41	19.0
2203612995	AE-73	64.2
2203714806	CS-05	67.0
2203613019	CE-97	91.1
2206113905	CS-36	75.3
2195314619	CE-32	68.9
2203612997	Phys-09	78.7
2204313315	IE-67	93.6
2205322841	Math-27	43.0
2204112309	EE-94	45.3
2206515219	IE-67	79.2
2206113798	ME-19	16.9
2194324705	Econ-81	80.5
2206322135	AE-91	44.4
2204613216	Stat-29	14.6
2203613042	Chem-42	76.6
2206515200	Chem-34	27.5
2204214963	IE-65	69.8
2203422929	CE-23	77.7
2204613215	Math-57	83.8
2195123234	AE-18	93.9
2203513470	Bio-60	74.1
2206123679	Bio-25	54.7
L203000005	AE-96	71.7
2206123832	CE-97	94.9
2205114712	AE-38	78.1
2206113905	AE-96	99.5
2204411652	AE-96	65.2
2203211405	Chem-27	85.5
2202112672	Phys-62	87.0
2201313096	Econ-05	85.8
2205114683	Ling-36	99.9
2182314643	Ling-27	87.6
2205012181	Phys-46	63.9
2205312842	IE-67	86.7
2205012145	Chem-42	72.6
2203613038	Bio-08	80.4
2206115145	Bio-44	98.4
2202311932	ChE-79	83.3
2203712785	Bio-25	69.3
2204214992	ChE-86	77.8
2201313142	Phys-07	61.0
2206113726	AE-77	80.3
2206113730	AE-73	45.6
2202311939	Phys-31	6.4
2204112280	Ling-35	73.7
2206123715	Math-57	84.4
2206113750	BE-21	88.6
2203513481	Econ-61	60.8
2201511780	Chem-00	98.1
2204112304	IE-76	89.2
2202311936	EE-69	96.8
2207115386	ME-86	65.6
2204112366	Bio-08	73.4
2206312132	CE-20	68.2
2203613019	AE-96	96.3
2201313098	Stat-28	67.9
2203312556	ChE-86	71.7
2202122669	Math-32	66.8
2206515211	ME-73	67.1
2203712783	ME-73	2.2
2201412031	Bio-44	18.4
2203113238	ChE-46	49.4
2203613017	Stat-48	53.9
2206111763	Math-90	80.8
2205111306	IE-76	69.1
2201312107	Chem-16	61.0
2204313390	CE-23	41.4
2202214768	ME-86	74.0
2201313145	Chem-77	69.9
2206123946	Ling-36	61.3
2204122321	Math-19	77.4
2206113828	Econ-66	88.2
2206123877	Chem-00	46.8
2204313313	Stat-28	90.5
2206213254	ME-64	32.0
2206113626	ME-88	83.6
2206113616	AE-73	76.7
2208211256	ME-91	69.2
2203312590	Ling-36	23.3
2202113430	Econ-61	83.9
2195014606	IE-93	65.5
2203611349	AE-77	70.9
2203312490	Phys-62	97.8
2203221445	Econ-61	95.6
2203312477	Bio-35	97.3
2206113906	Chem-16	93.0
2203712779	AE-18	82.5
2204222854	Bio-35	48.5
2203712827	ChE-86	82.6
2206213256	Phys-31	87.8
2206113819	IE-65	83.6
2204313329	BE-34	73.8
2206123994	Econ-35	98.1
2206113630	Phys-09	95.7
2203211416	AE-96	27.2
2206515191	AE-73	84.6
2203411282	Math-11	79.5
2204215035	ME-73	67.2
2203412953	CE-32	57.8
2202214768	IE-95	73.1
2204215026	BE-34	63.7
2206113792	Bio-57	66.9
2206113630	ME-19	88.8
2204112330	Bio-25	78.9
2206422633	Math-27	1.9
2206113863	Econ-67	70.6
2201412031	ME-86	15.7
2203113229	ME-86	70.0
2206113850	Chem-83	81.2
2203712778	Bio-25	83.8
2206113794	IE-65	5.9
2204313374	AE-38	14.4
2204313386	Math-57	10.3
2201412053	Math-27	75.3
2203312527	Phys-31	83.6
2201323160	Chem-16	87.7
2206113779	Chem-16	72.1
2206113809	Chem-45	20.5
2203712711	AE-73	46.9
2204112314	Ling-89	88.3
2206113779	Chem-83	49.2
2206113873	Bio-60	62.1
2206515201	AE-18	87.9
2203722746	Chem-77	94.4
2203312572	Econ-66	27.2
2201323105	Chem-45	16.7
2202321925	ME-91	5.3
2203523475	ChE-79	80.6
2201412054	CE-97	78.9
2201412022	CS-05	91.9
2206113845	Econ-66	48.9
2206223282	AE-91	74.9
2204215028	AE-38	61.3
2206123664	Chem-00	96.2
2206113686	ME-64	51.8
2208125394	Phys-09	85.5
2205012216	Math-90	90.8
2204215026	ME-88	69.4
2206113733	ME-88	54.4
2204112379	CE-97	75.3
2206113897	Math-57	86.6
2205012177	Math-57	94.4
2203712703	IE-67	64.8
2203513479	Econ-66	60.9
2204511755	Phys-36	98.4
2201412052	Bio-60	19.1
2205022210	Econ-81	99.0
2201313120	Bio-60	66.7
2203513465	Econ-61	68.2
2206515202	Bio-44	82.1
2204411673	Econ-05	32.5
2203322509	Bio-35	91.2
2206123925	Phys-46	57.6
2204225017	IE-93	88.1
2203211139	CS-01	98.1
2206115149	Stat-47	73.1
2203624800	CE-97	92.6
2205114685	IE-95	84.8
2203412941	CE-23	88.2
2201111583	Phys-46	40.6
2201313146	Bio-60	71.1
2204112380	Math-19	40.3
2205012189	Bio-08	65.0
2206115147	Chem-77	64.4
2203312495	CS-05	84.0
2196214614	CE-74	90.1
2206123892	BE-70	88.4
2206113855	Phys-31	76.9
2206113819	ME-91	32.5
2203312575	BE-06	73.9
2206113816	CS-53	69.2
2204111716	Econ-51	93.3
2203312501	CS-05	91.4
2203712827	IE-93	27.1
2205114689	Math-54	22.3
2203312567	CE-32	83.5
2206412648	Chem-42	75.7
2205022169	Math-19	56.9
2204112379	Econ-35	80.0
2201313114	Math-57	78.3
2205012211	CE-74	74.1
2201412051	Math-90	98.4
2203612997	IE-54	89.3
2201412049	Econ-67	92.5
2203312591	Econ-35	37.9
2206123705	Bio-60	87.4
2201313145	ME-91	75.2
2203322553	BE-34	34.3
2196514761	Math-57	87.4
2203312500	Chem-34	58.7
2204122350	CS-56	66.6
2203322530	Bio-58	93.2
2205312828	Bio-44	90.1
2204214994	ChE-62	70.7
2206113729	Bio-44	81.3
2201412051	Phys-26	20.4
2195314621	ChE-62	78.3
2206111763	Econ-66	0.1
2202113445	ME-64	79.5
2203211434	BE-06	90.6
2204421339	EE-69	41.9
2203712693	Econ-05	85.1
2204411673	Bio-44	76.2
2201111588	Econ-81	65.7
2203712689	BE-06	34.4
2201212238	CS-56	81.4
2201412052	Bio-25	86.8
2201412043	Stat-01	88.3
2203712783	IE-67	2.5
2204411655	ME-91	95.8
2204313352	Stat-28	63.1
2206312126	Ling-43	94.0
2203113237	AE-98	73.2
2206113990	Math-19	1.5
2206113841	Phys-31	69.5
2206113897	Ling-27	75.4
2206113969	Chem-16	98.8
2206113965	Ling-89	98.2
2201422016	BE-06	87.7
2206113897	Phys-46	62.3
2203211400	Chem-77	86.2
2206525325	Chem-42	80.2
2202214754	BE-21	70.6
2206113933	Econ-76	28.0
2204521807	Phys-46	64.2
2204214976	Bio-57	77.0
2204112327	IE-57	15.4
2203211400	Chem-34	86.6
2201212253	ChE-62	34.3
2204112278	ChE-46	64.7
2206123956	BE-06	31.7
2204313346	AE-77	62.3
2206113727	CS-01	12.3
2201511781	Phys-07	67.1
2206113888	Stat-33	80.5
2204112278	Ling-03	70.1
2206525215	AE-96	89.0
2202224791	Ling-03	32.9
2205114683	Math-11	39.1
2203221446	Econ-61	22.9
2206113610	CS-05	66.0
2204112352	ChE-79	95.2
2203312512	Chem-83	59.0
2203612990	AE-98	94.3
2203612987	Ling-03	92.2
2203211430	IE-57	88.2
2202214763	Stat-47	81.7
2204215018	EE-69	69.6
2206113639	Econ-67	79.7
2203312573	ChE-86	80.3
2203611349	Econ-35	81.2
2204112303	Math-57	99.0
2204112352	Phys-09	64.7
2206113673	CS-01	63.4
2202113432	Econ-59	93.4
2203422939	Phys-62	75.6
2205114693	Chem-00	98.0
2201412051	Bio-57	67.3
2206213276	ME-86	97.3
2202113444	CE-20	61.2
2203712784	Bio-25	83.9
2202113444	Chem-45	91.6
2205312848	IE-57	80.8
2205114662	Econ-31	61.0
2203412944	Bio-60	95.6
2206113845	Ling-27	95.3
2203712766	Chem-34	21.0
2202215131	Math-27	32.2
2204313315	Math-27	70.0
2203221445	IE-95	91.1
2206412660	Chem-45	39.5
2206123674	Econ-35	88.6
2201422061	CE-20	96.1
2203411285	Econ-31	77.3
2201323127	Math-54	90.3
2204222854	AE-77	74.0
2204411661	EE-94	7.3
2201313145	Ling-03	80.4
2204111713	Econ-66	68.3
2206113629	Stat-47	37.3
2201313142	Ling-89	80.0
2203712763	Stat-28	86.9
2206113806	EE-69	82.2
2206113863	CE-97	69.2
2202224759	Phys-46	56.2
2206123578	Bio-24	27.4
2206113696	Math-19	95.7
2203312559	Econ-59	65.8
2206123705	AE-96	97.6
2204214994	CS-56	99.5
2203412950	Math-27	97.1
2206113958	CE-97	69.5
2201412042	Math-11	0.7
2206113964	ME-86	65.1
2203312560	CE-97	60.5
2204222863	Phys-09	69.6
2201412083	Math-90	74.4
2204613220	Chem-77	73.2
2204511817	AE-98	60.7
2203613005	IE-54	91.9
2194214378	Econ-76	80.3
2203211391	EE-69	82.3
2201313152	Chem-42	37.5
2206113954	ME-73	74.0
2206412641	IE-57	75.9
2203312582	Bio-57	68.7
2206113601	CS-53	69.0
2206123622	Econ-81	95.7
2206312134	AE-38	66.9
2203613045	CS-01	35.7
2206113727	CS-56	78.6
2203712689	Econ-76	72.8
2202311010	CE-97	87.0
2206213254	IE-57	51.1
2201312105	Econ-51	62.5
2205114684	Phys-46	74.1
2204313374	IE-57	61.2
2201412043	IE-93	64.8
2205012203	Econ-31	78.6
2203221417	Chem-00	83.2
2201222246	IE-65	64.6
2206113916	CS-36	0.2
2201222247	Bio-25	34.9
2203513481	Stat-48	19.1
2206515221	Ling-35	87.9
2203312573	Bio-99	83.6
2204313315	Econ-31	71.8
2202112671	ChE-46	13.5
2204214959	AE-73	18.5
2202224793	Math-57	71.4
2201313134	Stat-29	71.5
2201422020	Ling-89	57.9
2205114662	IE-65	77.5
2203712779	ME-86	28.3
2206113850	AE-38	79.5
2204313313	Math-32	85.9
2206113930	CS-01	75.6
2203712751	Stat-48	66.2
2203221407	EE-94	90.6
2203221443	Bio-57	67.7
2206515192	Stat-28	98.9
2205312828	Ling-89	58.5
2201313149	Chem-00	60.8
2201412019	Stat-33	70.5
2203322592	EE-09	67.2
2206113711	ChE-29	76.8
2202321922	AE-91	93.9
2206113930	Phys-09	94.7
2206111757	ME-88	88.6
2206123882	ChE-46	1.7
2206123705	Math-32	78.4
2204511812	ME-19	89.7
2203712776	Phys-26	91.8
2203211478	IE-95	91.3
2201121579	CS-01	61.9
2206123902	AE-96	66.6
2204313375	Phys-36	74.9
2203113229	Math-11	52.4
2205012190	Phys-41	71.1
2203613031	AE-18	99.9
2202224793	Phys-62	60.8
2203523475	Chem-83	63.1
2206123956	Chem-42	89.9
2205114708	Econ-05	60.7
2206113964	ME-19	78.4
2203722746	CE-74	88.6
2205012196	ME-91	64.5
2206113657	Phys-36	93.4
2203312556	Econ-81	99.8
2206123813	Chem-83	76.9
2203113237	ChE-29	72.5
2203411282	BE-21	78.1
2205012174	Phys-62	98.6
2206113806	ME-73	85.3
2203221446	Math-11	37.3
2201422007	Ling-03	22.0
2195123233	CE-23	60.4
2204214978	Chem-16	94.1
2203513486	Math-19	60.2
2205012202	Bio-24	71.8
2203113227	Bio-35	94.4
2203613038	BE-34	18.8
2204212856	Math-32	81.8
2201222237	Phys-26	81.1
2206113963	Chem-45	91.4
2205012211	ME-73	77.0
2201323105	Math-11	63.6
2203712711	Econ-81	81.0
2201212249	Ling-36	66.3
2202311934	CS-36	83.5
2203322553	Econ-51	68.6
2206113671	Chem-27	69.6
2206113619	Chem-83	72.1
2205012175	Bio-08	45.6
2206113915	ME-91	63.8
2206213278	Bio-08	23.2
2203613042	Chem-27	98.9
2204112341	Chem-35	96.5
2206113633	Ling-36	67.3
2206515183	AE-18	87.5
2203411285	Chem-45	17.7
2206113897	BE-21	80.1
L201300002	Econ-05	58.3
2204214954	AE-91	84.7
2206113675	IE-57	67.0
2206123887	IE-76	93.5
2201111582	AE-73	18.2
2201212256	IE-65	69.0
2203712717	Bio-99	66.5
2206113863	Phys-09	17.4
2206223273	AE-77	87.0
2206113675	Ling-92	83.8
2203312478	AE-96	63.1
2203712778	CE-20	85.7
2203312551	Chem-90	67.0
2201313096	ME-86	81.1
2208125394	Chem-34	96.9
2203411990	CS-36	98.5
2205011915	Math-27	62.7
2206113639	Ling-92	66.7
2203722746	IE-76	83.1
2206113599	CS-01	63.5
2206113599	AE-73	75.7
2203712827	Phys-07	72.7
2203712768	Chem-00	51.4
2203712779	Math-57	74.5
2206515199	CS-01	75.3
2201121580	BE-70	69.0
2204411682	Chem-83	92.6
2203613033	Math-19	73.4
2205312842	Econ-66	25.3
2201313140	Stat-48	65.9
2206113954	Econ-81	73.1
2204112327	Stat-47	26.7
2202123452	Ling-36	80.9
2201313098	Math-27	91.8
2206525325	AE-98	99.5
2206113616	Chem-34	69.4
2204222855	Ling-27	71.4
2206113635	AE-73	71.1
2206412655	Chem-35	43.0
2202113428	Econ-67	94.9
2206113919	BE-34	73.9
2205114645	ME-19	95.6
2206113906	IE-67	85.5
2204112362	Ling-89	86.0
2205011365	Ling-36	79.8
2203211448	IE-57	49.0
2206223282	Econ-35	97.9
2205312842	Chem-83	34.0
2202113438	Bio-24	94.0
2204214978	Econ-81	9.3
2203712775	Bio-25	10.2
2195314619	ME-92	65.3
2204122350	Phys-62	72.5
2206113851	CS-01	82.7
2206515217	Phys-62	84.1
2206113590	Math-19	91.6
2205114651	Econ-59	97.8
2206113673	CS-53	85.0
2206213265	IE-65	71.5
2206113854	EE-94	64.4
2203712741	Bio-58	27.8
2182314643	AE-96	95.0
2203211404	IE-93	96.0
2205012170	CS-01	64.4
2206123859	BE-70	67.8
2201412036	Phys-09	94.3
2194324705	IE-67	94.3
2203322553	Stat-48	69.8
2202311936	Bio-99	94.8
2206113646	Phys-31	79.8
2203224798	AE-73	40.2
2204511755	AE-96	91.6
2204613221	IE-93	98.0
2203712725	BE-70	16.9
2206515222	EE-69	46.8
2204313316	Stat-29	85.3
2205114662	Stat-48	71.1
2203722736	Phys-62	96.0
2206123918	Stat-01	35.0
2203312580	Chem-83	54.9
2202123450	Bio-57	78.8
2203221423	AE-77	63.6
2203712727	IE-76	75.8
L203000005	IE-95	74.8
